Reference Type	Author	Year	Title	Keywords	Abstract
Journal Article	刘荣奇; 周冬梅; 王莒生	2011	王莒生教授从肺论治银屑病经验	银屑病;从肺论治;肺主皮毛;中医经验	"银屑病是皮肤科较为常见的一种顽固性疾病,多数医家认为银屑病的发生与""血""密切相关,而""血热""""血瘀""""血燥""则可看作该病的基本病机。王莒生教授治疗银屑病既重视疾病病因病机,以及诱发加重的外部因素,并强调治病应求本。王莒生教授在临床中尤其强调中医的整体观,她认为银屑病虽发于外,但实为内在脏腑病变和失调的结果,应司外揣内,重视内治,尤其应重视对肺的调治。她常常从肺论治银屑病,以清肺热、宣肺气等方法辨证施治,取得较好疗效。"
Journal Article	贾绍燕	2013	王莒生教授对《内经》睡眠理论的学习指导	睡眠;《内经》;指导;学习	"睡眠是高等脊椎动物周期性出现的一种自发的和可逆的静息状态。《内经》从阴阳营卫之气和脏腑神志功能方面对睡眠的生理和病理进行了阐述。全国名老中医王莒生老师根据《内经》理论,在临床上对睡眠异常进行治疗,同时注重睡眠养生,指导健康睡眠。"
Journal Article	高然; 李乃芳; 崔铖; 陈媛媛; 张璐; 王莒生	2023	王莒生教授巧用白芍-赤芍配伍治疗皮肤科疾病的经验浅析	药对配伍;白芍;赤芍;王莒生;皮肤病	药对配伍以中医药基本理论为依据，是方剂中药配伍的初级模式，更是由繁琐的组方原则向简化更迭的一种研究方向，既是单味药物的深入研究，又是复杂方剂的前期基础，起到连接中药与方剂之间的桥梁作用。合理、恰当的药对配伍，体现的不仅是一首方剂的框架，更是体现方剂功效主治的基础。吾师王莒生教授临证时擅长从众多经方之中精选药对配伍，治疗多种皮肤病效果颇佳。本文将王教授临床中利用赤芍、白芍药对治疗皮肤病的用药体会总结如下。
Journal Article	尚俊良; 王莒生; 刘春阳	2016	王莒生教授谈白癜风与风邪的关系及其用药	王莒生;皮肤病;风邪;白癜风;用药	"白癜风是常见的皮肤病,其发病机制尚不明确,治疗也较困难。文章从皮肤病与风邪的关系,白癜风与风邪的关系和白癜风用药与风邪的关系三方面入手,阐述王莒生教授临床上治疗白癜风时遣方用药的经验,以期对白癜风的治疗有所裨益。"
Thesis	周继朴	2011	王莒生教授学术思想与临床经验总结及从五脏论治慢性咳嗽临床经验研究	慢性咳嗽;中医药疗法;从五脏论治法	"背景：作为全国老中医药专家学术经验继承人,为了全面总结老师王莒生教授的丰富临床经验与学术思想,在经过三年的跟师学习过程中,切身体会到了老师在临诊中的治病理念与诊治技巧,结合老师的讲解及自身的感悟,总结出老师的若干临床经验。目的：全面总结王莒生教授学术思想,以及在皮肤科、呼吸科、内科杂病等领域的学术经验,总结疑难症的治疗思路。重点研究五脏治咳法在慢性咳嗽病中的治疗经验。通过五脏治咳法与传统治咳法的比较,为慢性咳嗽的中医辨证分型及中西医结合治疗提供依据。方法：通过查阅老师学术渊源,了解老师的学术继承及学术创新,总结平日跟师临床病例,聆听老师日常讲课,并结合自身体会,将老师的学术经验系统全面总结。在专病研究方面介绍五脏治咳的经验,并选取60例慢咳患者,分别采用五脏分治法与止嗽散治疗的随机对照研究,比较临床疗效。内容：详细总结了王莒生教授的学术渊源：继承关幼波气血辨证理论、痰瘀同治的学术经验；学习张志礼病证结合、外病内治的治疗皮肤病思想；发扬许公岩从脾胃治疗咳喘病经验。全面总结了王老师的学术思想：包括调内以治外的整体观；疏风宣肺的治疗观；咳喘病以疏风宣降为先,从五脏论治为要的原则；内科杂病要祛风、疑难杂症应调肝。具体体现了老师在皮肤病及呼吸病方面的治疗经验,重点强调了祛风宣降法应贯穿咳喘病治疗的始终,以及肺病重在从五脏论治的思想,总结内科杂病治疗理念,包括“诸病先解表”的学术思想,以及善于从肝论治杂病的经验。系统总结了老师从五脏论治慢性咳嗽的经验；治疗哮喘、肺纤维化、慢阻肺、白癜风、干燥综合征、湿疹、失眠症等疾病的经验,反映了老师独特的临床思想与治疗方法。还总结了老师在方剂使用及药物应用方面的特色,重点介绍了能体现老师学术价值的代表方药,包括复法组方、大方、合方的学术价值；在药物使用方面介绍风药、对药、虫类药在各科疾病中的使用经验。在专病研究方面总结老师应用五脏治咳法论治慢性咳嗽的理论及实验研究,阐述了近年来中西医治疗慢性咳嗽的研究进展。并全面系统阐述了老师“五脏咳”理论的内容、五脏咳的病因病机、临床表现、治法方药以及与现代病因学相结合的辨证分型新方法。并通过60例的临床对比研究,证实了五脏治咳法优于慢性咳嗽通治方“止嗽散”加减。为中西医结合治疗慢性咳嗽提供了新思路新方法。结论：1.王莒生老师系统全面继承了关幼波教授气血辨证理论,与八纲辨证相结合,应用于多种疾病的治疗中,补充了传统辨证方法的不足。深受张志礼教授外病内治思想的影响,并将辨病与辨证相结合,在皮肤病治疗中发挥了重要的作用。学习许公岩主任治疗呼吸病的学术思想,强调痰湿是咳喘病久治不愈的重要内因。由于深受多为中医名家的影响,王老师在皮肤病及呼吸病的治疗中不断创新,形成了自己独特的治疗思想。2.王老师在皮肤病的治疗中,提出了外病内治、全身调理的重要思想。强调入是一个整体,人体五脏六腑通过经络联络皮肤,都与皮肤的生理、病理密切相关。皮肤病“形势虽出于外,而受病之源实在内也”。从整体出发,外病内治,全身调理是中医治疗皮肤病的优势。在五脏之中,肝气不疏是导致气血失和、肌肤失养的重要原因。调肝法是最应受到重视的治疗方法,治病先调肝,肝气顺则经脉气血畅通,疾病能愈。同时还要特别注意对肝郁患者的心理疏导,对治疗可起到事半功倍的作用。基于“肺主皮毛”的理论,皮肤病应注意从肺论治,可分别应用宣肺、清肺、润肺、补肺等法。3.在呼吸病治疗中,咳喘病主要是由于肺失宣降所致,而肺失宣降的主要原因是风邪犯肺。故强调祛风宣降法应贯穿咳喘病治疗的始终。并自拟方祛风止咳汤、化痰定喘汤对咳喘病疗效显著。呼吸病一定要坚持从五脏论治,在祛风宣肺的同时,还要根据五行生克乘侮的理论,尽量寻找其他脏器是否对肺脏产生影响,只有一并治之,才能恢复肺之宣降,咳喘自止,否则会犯见肺治肺的错误,使咳喘久久难愈。4.内科杂病的治疗注重风邪为患。百病皆由伤风起,且风邪所致疾病变化多端,不可胜数。大凡久治不效、反复发作的重病、顽症、痼疾,或交节发病类疾病,必有六淫外邪深伏。主张“诸症当先解表”,提倡“善治者治皮毛”。对于内科疑难杂症,常常用风药治之。随着时代的变迁,疾病谱也随之变化,当今时代,情志疾病占有很大比例,与内、外、妇、皮肤、肿瘤等病关系密切。故在临床中应当注重从肝论治,逐渐恢复肝主疏泄的功能,才能使疾病向愈。5.在专病治疗中,重点介绍了应用五脏治咳法治疗慢性咳嗽的研究。提出慢咳从五脏论治的方法,并对各型咳嗽有明确的证候诊断标准及方药治疗规范。对《内经·咳论》内容有较大的补充,将六腑咳的主要内容分别放在互为表里的五脏名下论述,使分类简单。其最为进步之关键是将辨证分型与现代病因学有机结合,即将临床经验提升到一定的理论高度,并引进现代科技及西医研究成果,使其临床应用更据客观性而易于学习推广,发挥中医治咳的千年经验,为中西医结合治疗现代疾病找到一条行之有效的道路。6.支气管哮喘的治疗注重以祛风为先、痰瘀共治及补肾纳气的综合疗法,体现了祛邪与扶正的辨证思想；肺纤维化是呼吸科疑难症,中药治疗有一定优势,王老师从虚、痰、瘀三方面入手,采取综合疗法,仔细辨别虚实关系,用药注重虚实配比,兼以活血化痰,取得较好疗效；在白癜风的治疗中,提倡从肝、从肺论治,以祛风宣肺、疏肝平肝为治疗原则,重点在于恢复肺之宣肃、肝之疏泄功能；干燥综合征在治疗中要牢牢把握阴虚为本,燥毒瘀为标的总体原则,在滋阴扶正的基础上,分别予以润燥、活血、解毒的综合治疗；对于失眠症,因其病因复杂,涉及五脏,故提出五脏皆有不寐,治疗应从五脏论治的原则。7.在方剂的使用中,通过合方、复法组方、大方等制方理论,应用于疑难杂症的治疗中,并取得理想的治疗效果。因很多疾病常常错综复杂,非一种病证一个病机所能概括,常以复合模式存在。与之相应,方剂的选择也要随之变化。此时,方剂相合应用(合方)以照合病证病机势在必行。经方与时方相合,其功效不是简单地叠加,或有协同作用,或有扩大作用,或产生新的功效。如此应用,为经方研究提供了新的思路。复法组方也两种或以上治法的联合应用,是治疗证候兼夹、病机错杂等疾病的主要手段。复法的使用,不仅增强了对主证的疗效,更进一步兼顾了次证,从而全面提高了疗效。故临床中实践中常常是将寒温并用、敛散同用、补泻兼施、升降结合、表里共治、润燥互用、动静结合等看似矛盾的治法于一方。8.在药物使用上,风药的应用广泛,这类药物多具辛散走窜、祛风解表等功效,常用于治疗内外诸风、外感表证等,除此之外,风药还具有熄风、发汗与止汗、升阳、引药上行、引经、胜湿、润燥、散火、行散诸药、开窍、止血、疏肝等多种功效,并在治疗内科杂病方面广泛应用。疑难杂症可用对药,虽然药味简单,但疗效不逊于经典方剂。9.在五脏治咳法的临床研究中,选取门诊60例慢咳患者,随机分为五脏治咳组为,对照组应用咳嗽通治方“止嗽散”治疗,观察2周,比较两组在疗效、治疗前后证候积分上的差异。结果：治疗组的总有效率为93.3%,对照组为66.7%,两组比较有显著性差异(P<0.05),治疗组优于对照组。并得出五脏治咳法在慢咳的治疗中疗效优于传统方法治疗,为中医药治疗相关疾病提供了新思路和方法。近年来慢性咳嗽发病率逐年升高,成为呼吸科门诊最多见的疾病之一。本病是指病程超过8周以上,以咳嗽为唯一或主要的临床症状,X线胸片无明显异常者。慢性咳嗽病因复杂,不仅涉及呼吸系统,还与五官科疾病、心血管疾病、消化系统疾病及服用某些药物等因素相关,若要明确病因需行多种检查,但检测程序复杂而昂贵,常使患者难以接受,因此要明确病因诊断较为困难。因此影响西医治疗本病的效果。中医对于咳嗽的治疗积累了丰富的理论及临床经验,在治疗慢性咳嗽方面也具有独特的优势。但在诊断要点、证候学研究等方面缺乏规范及标准。慢性咳嗽属中医“久咳”“内伤咳嗽”范畴,“五脏六腑皆令人咳,非独肺也”,论述了因五脏六腑功能失常而致咳嗽的规律。所以临床上慢性咳嗽从五脏论治就显得尤为重要,故研究五脏致咳的证候学特点及证候规律有着重要的意义。本研究回顾了中医对咳嗽的病名分类、病因病机、辨证分型、治疗方药及与现代病因学相结合治疗的研究现状,以及西医学在慢性咳嗽病因诊断、治疗、病因实验研究等方面的研究进展。本研究以探讨慢性咳嗽从五脏论治的辨证治疗规律及治疗效果为目的。通过对60例慢性咳嗽患者分别应用五脏治咳法与传统的慢性咳嗽通治方药(止嗽散)的随机对照研究,比较两种治咳方法的临床疗效。结果显示：60例患者随机分为治疗组及对照组,两组患者经过2周的治疗,以五脏治咳法为治疗组在显愈率及总有效率方面明显优于以“止嗽散”加减为主的对照组(P<0.05)；以五脏治咳法为治疗组在治疗前后咳嗽症状平均积分方面明显优于以“止嗽散”加减为主的对照组(P<0.05)。说明慢性咳嗽从五脏论治可以更好的改善咳嗽症状,治疗成功率优于单用“止嗽散”治疗。本研究以中医经典理论为基础,以王莒生老师从五脏治疗慢性咳嗽的临床经验为依托,分别对五脏咳的临床表现、症候特点、辨治规律、治法方药等方面制定了详细的规范,并结合西医学的病因诊断,对五脏治咳法的辨证规律及治疗方法进行了初步的总结和研究。通过临床随机对照研究,得出五脏治咳法治疗效果优于咳嗽通治方“止嗽散”的结论。可为今后制定中医治疗慢性咳嗽规范方案提供临床及理论依据。"
Journal Article	贾绍燕; 王莒生; 王丽	2014	王莒生教授治疗白癜风经验概述	白癜风;脏腑辨证;气血辨证;祛风胜湿;调护	"白癜风是一种顽固性皮肤病,其发病机制尚不十分明确,治疗也较困难。本文根据中医基础理论,从基础药物选择、脏腑辨证、调和气血、祛风胜湿、顺应四季治疗、根据部位循经用药、心理治疗及调护等方面,阐述王莒生教授治疗白癜风的经验,为白癜风的治疗提供有益的参考。"
Journal Article	周继朴; 王莒生	2012	王莒生教授治疗亚急性咳嗽经验	王莒生;亚急性咳嗽;中医治疗	"亚急性咳嗽是呼吸科门诊的常见病之一,在呼吸内科门诊,80%以上患者具有咳嗽症状。亚急性咳嗽病因较多,其中感染后咳嗽、嗜酸粒细胞性支气管炎、咳嗽变异性哮喘、上气道咳嗽综合征是其主要原因。西医以对症治疗为主,常因患者病因不清而难以控制症状。中医对咳嗽治疗积累了较为丰富的经验,但因对此病认识不尽相同,故疗效相差较大。王莒生教授对咳嗽一证研究较多,强调咳嗽应分清外感和内伤,外感咳嗽重在应用祛风宣降的治疗大法,并贯穿治疗的始终;内伤咳嗽强调从五脏论治,其中疏肝理肺是常用治疗方法,最易取效;同时,咳嗽治疗应分清虚实,临床中应根据虚实情况进行相应的药物配比,从而使症状得以有效控制。"
Conference Proceedings	毛常亮; 王莒生; 王萍	2009	王莒生教授治疗银屑病的经验		"银屑病是一种常见的慢性炎症性皮肤病,其病程长,反复发作,不易根治。王莒生教授从事中西医结合临床工作多年,并承担着多项关于银屑病的研究课题,经验丰富。王教授对本病的治疗倡导中医整体辨证、随症加减,运用卫气营血辨证和脏腑辨证相结合,形成了一套自己的辨证方法,取得了较好的临床效果。"
Journal Article	毛常亮; 王莒生; 杨蓉娅	2017	王莒生教授中医治疗白癜风的经验总结	白癜风;名老中医;经验总结	"通过跟随王莒生教授出诊,全面系统地整理王教授在临床上治疗白癜风的病案,并在其指导下,分析医案,查阅古代及现代相关文献,总结治疗白癜风的临床特色和临床经验,以继承和创新王教授治疗白癜风的经验。王莒生教授重视从肝论治白癜风、善用大方重剂治疗白癜风,在治疗白癜风方面形成了自己的特色,滋补肝肾法是治疗白癜风的基本方法。探索用现代医学的研究方法来解释传统中医药治疗白癜风的疗效,为国内外更好的认识中医药的疗效提供理论依据。"
Thesis	祝勇	2016	王莒生老师学术思想与临床经验总结及浮楮清热除湿汤治疗急性湿疹的临床研究	王莒生;浮楮清热除湿汤;急性湿疹	"自2012年我荣幸成为全国老中医药专家王莒生的学术经验继承人,在三年的跟师学习过程中,结合王老师的耐心讲解及自身感悟,我深刻体会到老师在临床中的治病理念与诊疗技巧,较全面的总结出王老师的学术思想和临床经验。王莒生老师是首都医科大学附属北京中医医院皮科主任医师,国家级名老中医,全国第四、五批老中医药专家学术经验继承指导老师,享受国务院政府特殊津贴。在几十年的行医生涯中,累积了丰富的临床经验,擅长治疗白癜风、湿疹、银屑病、荨麻疹、痤疮等皮肤科常见病。对于内科呼吸道疾病、老年性便秘等疾病的防治也有着自己独特的观点；对于儿科皮肤病、呼吸道疾病等也颇有研究。王莒生老师的学术思想主要受赵炳南和关幼波等中医专家影响,一是“药疗”与“话疗""相结合的中医治疗整体观,讲究诊病时药物治疗与心理疏导相结合,真正做到整体治疗；二是“肝肺同治”治疗皮肤病的治疗观；三是内科杂病及疑难杂症“从肝论治""的思想。临床经验总结方面,我系统总结了王老师治疗湿疹、白癜风、银屑病、荨麻疹、痤疮、慢性咳嗽、老年性便秘等疾病的经验,归纳整理了老师特色的治疗方法和学术思想,总结了老师在药物应用及方剂使用方面的特色,着重介绍了能体现老师学术价值的代表方剂和常用药物的使用经验。本文的主要内容分为三大部分：一、王莒生老中医药专家学术渊源王莒生老师提倡尊崇经典,融会新知。推崇《黄帝内经》的养生理念；善用《伤寒论》、《金匮要略》的经典方剂治疗疾病,主张“古方今用”；在学习经典的基础上,积极吸取现代医学成果,从各种疾病的最新治疗指南到中药药理学新进展,靡不涉猎。王莒生老师曾师从我院多名中医大师,其中医学术特点的形成与其工作经历息息相关。王老师从科研及门诊两方面与各位名老中医进行学习,继承并发扬了他们的学术思想及临床经验,内科治疗尊崇关幼波老师气血辨证理论,与八纲辨证相结合,形成“十纲辨证”法,重视”从肝论治”,应用于多种疾病的辨证治疗中。皮肤病诊治思想深受皮科泰斗赵炳南先生影响,效法赵老外病内治思想,善于外病内治,整体治疗,并提出“肝肺同治”,在皮肤病治疗中发挥了重要的作用。呼吸病深受许公岩、滕宣光、林杰豪、曹希平等人的学术思想影响,强调痰湿是咳喘病久治不愈的重要内因,主张治咳喘重在明确咳喘与五脏的关系,从脏腑失衡方面入手进行治疗。儿科受温振英老中医影响,推崇补益气阴,并将这一治疗理念运用到许多儿科疾病的治疗当中。二、学术思想主要特点1.“药疗”与“话疗”相结合的中医治疗整体观王莒生老师从整体观念出发,辨证时既重视当前病证,又重视全面观察分析与现病证相关的其他病证及隐患。论治时紧抓根本,在考虑解决主要症状的同时,对其他病证适当兼顾。她认为真正的医学模式应该是与社会、环境、身心相关的模式,讲究诊病时药物治疗与心理疏导相结合,真正做到整体治疗,并用于指导临床治疗。2.皮肤类疾病应“肝肺同治”的思想王莒生老师认为皮肤病虽发于外,但常常与内脏有着密切的关系。尤其是与“肺”、“肝”二脏的关系密切,一方面“肺主皮毛”,空气污染等外在因素直接影响到皮肤病变；另一方面社会压力增大,导致患者肝气不舒,加之皮肤病常常反复发作,干扰患者的日常生活,常致肝郁,因此“疏肝理气”、“开肺窍”是王莒生老师治疗皮肤科疾病的重要的学术思想。3.“从肝论治”治疗内科杂病及疑难杂症的思想临床诊治内科杂病时,王莒生老师尤其强调“疏肝”的重要性,诊病施治时,时时注重对肝脏的调理,其重视“疏肝”的思想不仅要体现在皮肤科病证的诊治方面,在内科其它各种疾病的诊治过程中,也需贯彻这一思想,故在临床中立足“疏肝”,论治多种疾病,往往取得意想不到的效果。4.临床经验主要特点系统总结王老师治疗湿疹、白癜风、银屑病、荨麻疹、痤疮、慢性咳嗽、便秘等疾病的经验,归纳整理了老师特色的治疗方法和学术思想,总结了老师在药物应用及方剂使用方面的特色,着重介绍了能体现老师学术价值的代表方剂和常用药物的使用经验。三、专病研究通过临床试验反映王莒生老师治疗湿疹的学术思想及经验特色为开肺窍；王老师运用浮楮清热除湿汤治疗急性湿疹的机理在于该方药可以通过细胞因子白介素的调节对急性湿疹进行治疗,临床试验发现该方剂对细胞因子IL-2、IL-4、INF-γ有一定的干预作用,有望找到中药治疗该疾病的靶点所在,有待进一步研究证实。"
Conference Proceedings	张楚翘; 王莒生; 周冬梅	2014	王莒生清热宣肺法治疗银屑病	银屑病;名医经验	"银屑病是皮肤科较为常见的一种顽固性疾病,中医认为其与血的关系最为密切,临床上分为血热、血瘀、血燥三型。王莒生教授在从血论治的基础上,结合自己的临床经验,用清热宣肺法治疗银屑病,在临床上取得了很好的疗效。"
Journal Article	尚俊良; 王莒生; 刘春阳	2016	王莒生谈湿邪与皮肤病的关系及其用药	湿邪;皮肤病;发病机理;用药	"湿邪与诸多皮肤病关系密切。文章从湿邪与皮肤病的关系、湿邪所致皮肤病的发病机理和湿邪所致皮肤病的用药三方面系统阐述王莒生教授临床上治疗湿邪所致皮肤病时遣方用药的经验,以期对皮肤病的治疗有所裨益。"
Journal Article	张楚翘; 王莒生; 周冬梅	2015	王莒生宣肺清肺法治疗银屑病的临床经验	银屑病;宣肺清肺;中医药治疗	"银屑病是皮肤科较为常见的一种顽固性疾病,中医认为其与血的关系最为密切,临床上分为血热、血瘀、血燥3型。王莒生教授从血论治的基础上,结合临床经验,用宣肺清肺法治疗银屑病,在临床上取得了很好的疗效。"
Journal Article	尚俊良; 王莒生; 刘春阳	2017	王莒生选方遣药治疗疑难病症经验总结	选方遣药;咳嗽;痒疹合并高尿酸;颈椎病;糖尿病	"王莒生教授临证,谨守病机,灵活选方,组方遣药,特点突出。惯用苏芩桑杏药对治疗咳嗽,酌加桃仁、威灵仙治疗久咳不愈;善用当归、萆薢配合秦艽、土茯苓治疗痒疹合并高尿酸症;重用白芍,配合木瓜、甘草治疗颈椎病;常用干姜、黄连调控血糖。王莒生教授认为临床上病证复杂、寒热虚实互见,立法用药首先要分析病机,再辨证论治。识病辨证不仅要充分了解现代药物的药理,更应注意辨证论治,谨守病机,药量要因人因时而异,""量人而用"",选用最佳有效剂量;随患者体质辨证和辨病考虑药味的加减,做到""守古不泥古,有方若无方""。只有真正的细辨病机,通晓诸药配伍及配比,临床治疗诸多疑难病症才或可收事半功倍之效。"
