Reference Type,Author,Year,Title,Keywords,Abstract
Journal Article,蓝海冰; 徐萍萍; 徐跃容; 曲剑华,2018,陈彤云教授治疗痤疮经验总结,痤疮;肺经热盛证;脾虚湿蕴证;胃肠湿热证;冲任不调证;痰湿蕴阻证,"""陈彤云教授治疗痤疮经验丰富,善从湿、热、毒、瘀入手,基础方为茵陈蒿汤加减,具体药物为:茵陈、连翘、丹参、野菊花、虎杖、当归、川芎、黄连、黄柏、土茯苓。解决了痤疮发病过程中的湿、热、毒、瘀问题。其中肺经热盛证基础方加用枇杷清肺饮,脾虚湿蕴证在基础方上合健脾除湿类药物,胃肠湿热证基础方合黄连解毒汤或防风通圣丸加减,冲任不调证以基础方合丹栀逍遥散加减,痰湿蕴结证基础方合二陈汤或海藻玉壶汤加减。"""
Conference Proceedings,仓田; 王萍; 陈彤云,2009,陈彤云教授治疗痤疮临床药证研究,,"""<正>陈彤云教授是首都医科大学附属北京中医院教授,第三批全国名老中医学术继承工作专家导师。她出身于中医世家,从事临床和教学工作60余年,有着深厚的中医理论功底和丰富的临床经验。主要擅长诊治痤疮、黄褐斑等颜面损容性皮肤病。笔者有幸跟随陈老侍诊学习,受益良多。现利用数据挖掘技术分析陈彤云教授日常治疗痤疮的处方,并与专家个人总结的辨证论治思想作为指导,总结出痤疮随证用药规律,以飨同道。"""
Journal Article,刘婷; 孙丽蕴; 曲剑华,2020,陈彤云教授治疗黄褐斑临床用药规律探讨,黄褐斑;用药经验;陈彤云教授,"""目的分析总结陈彤云教授治疗黄褐斑的临床用药经验。方法收集2017年9月～2019年7月首都医科大学附属北京中医医院陈彤云教授治疗的黄褐斑患者医案109诊次,从药物类别、药物性味、药物归经等方面进行总结分析。结果用药类别方面,使用频率最高是补虚药及活血化瘀药,分别为40.99%及29.00%。药性方面,偏温热性药物占大多数(49.05%),平性药物占30.50%,偏寒凉性药物占20.44%。药味方面,苦、甘、辛味药的使用频率均明显高于其他药物,分别为29.07%、29.26%、28.75%。药物归经方面,药物归五脏经所占比例较大,约84.38%。诸脏经中,以肝经所占比例最大,其次为脾经、肾经。结论陈彤云教授临床治疗黄褐斑以补虚及活血化瘀为主法,重视肝肾,兼顾脾胃,用药多以辛开、苦降、甘缓,擅用温、平性药。"""
Thesis,肖翔,2021,陈彤云教授治疗慢性荨麻疹的经验总结与分析,陈彤云;经验总结;慢性荨麻疹;用药规律,"""研究意义:慢性荨麻疹是皮肤科常见的皮肤病之一,临床特点是病程长,易反复发作。常常因瘙痒难耐,给患者的生活、工作及心理产生一定影响。而西药治疗往往只能缓解患者一时的痛苦,停药后易反复。中医治疗往往有不错的疗效,且副作用小。在临床上,陈彤云教授遇到的多是反复就医难愈的患者,通过中药治疗可以有效改善患者皮损状态,减少复发次数及时间,提高生活质量。研究目的:通过收集整理陈彤云教授治疗慢性荨麻疹的医案,进行总结归纳,分析其用药及组方规律,研究陈彤云教授治疗慢性荨麻疹的经验,为继承陈彤云教授的学术思想提供相关数据支持,为后人治疗慢性荨麻疹提供临床指导。研究方法:收集2010年1月——2020年12月陈彤云教授在北京中医医院门诊治疗慢性荨麻疹的患者处方,共计495张。通过中医传承软件和SPSS20软件对数据进行分析,运用频数分析、聚类分析、关联规则、用量统计等数据挖掘方法,得到不同中药的频次分布、四气五味、归经、核心药物组成,以及门诊患者的性别、年龄分布特征等。研究结果:共收集处方495张,涉及中药156味,药物总频次7974次,平均每张处方16.11味药,其中高频次(≥100次)中药共21味;单味药频次前二十位为白鲜皮472 次(95.35%)、海桐皮 458 次(92.53%)、乌梅 440 次(88.89%)、甘草 434 次(87.68%)、地肤子406次(82.02%)、茯苓皮400次(80.81%)、冬瓜皮379次(76.57%)、麻黄366 次(73.94%)、赤小豆 348 次(70.30%)、连翘 338 次(68.28%)、防风 330 次(66.67%)、当归 317 次(64.04%)、黄芪 309 次(62.42%)、白术 303 次(61.21%)、地骨皮 267次(53.94%)、荆芥 263 次(53.13%)、五味子 186 次(37.58%)、苦杏仁 178 次(35.96%)、银柴胡175次(35.35%)、大腹皮164次(33.13%);药物功效频次前五位为利水渗湿药 1648 次(26.50%)、清热药 1256 次(20.19%)、解表药 1063 次(17.09%)、收涩药668次(10.74%)、补虚药563次(9.05%);药性频次为寒2104次(33.94%)、凉429 次(6.92%)、平 1416 次(22.84%)、温 2229 次(35.96%)、热 21 次(0.33%);药物五味频次为辛1974次(22.69%)、苦2678次(30.78%)、甘2953次(33.94%)、咸41次(0.47%)、酸1055次(12.13%);药物归经频次前三位为脾经3160次(39.63%)、肺经3079次(38.61%)、肝经2202次(13.91%)。核心药物组成共4组:白鲜皮、海桐皮、地肤子、生甘草、乌梅、麻黄;白鲜皮、海桐皮、生甘草、乌梅、地肤子、茯苓皮;白鲜皮、海桐皮、乌梅、生甘草、茯苓皮、冬瓜皮;白鲜皮、生甘草、乌梅、海桐皮、地肤子、防风。从中分离出2010年1月——2015年12月处方共257张,涉及中药116味,药物总频次4084次,平均每张处方15.89味药,单味药频次前十六位为白鲜皮245 次(95.33%)、海桐皮 237 次(92.22%)、甘草 232 次(90.27%)、乌梅 227 次(88.33%)、地肤子197次(76.65%)、防风197次(76.65%)、茯苓皮196次(76.26%)、当归179次(69.65%)、荆芥 178 次(69.26%)、黄芪 178 次(69.26%)、冬瓜皮 176 次(68.48%)、白术170次(66.15%)、麻黄149次(57.98%)、连翘138次(53.70%)、赤小豆130次(50.58%)、地骨皮118次(45.91%);2019年1月——2020年12月处方共61张,涉及中药71味,药物总频次972次,平均每张处方15.93味药,单味药频次前十六位为白鲜皮 59 次(96.72%)、赤小豆 58 次(95.08%)、麻黄 57 次(93.44%)、地肤子 54 次(88.52%)、乌梅 52 次(85.25%)、茯苓皮 50 次(81.97%)、甘草 50 次(81.97%)、海桐皮 50 次(81.97%)、连翘45次(73.77%)、冬瓜皮44次(72.13%)、地骨皮39次(63.93%)、银柴胡35次(57.38%)、防风 34 次(55.73%)、五味子 34 次(55.73%)、白术 33 次(54.10%)、当归30次(49.18%)。495张处方中,女性患者181名(67.29%),男性患者88名(32.71%);20 岁及以下 24 名(8.92%),20～30 岁 43 名(15.99%),30～40 岁 70 名(26.02%),40～50 岁 68 名(25.28%),50～60 岁 28 名(10.41%),60 岁以上 36 名(13.38%)。研究结论:通过数据挖掘,可以较清楚地看出陈彤云教授治疗慢性荨麻疹的用药经验与规律。陈彤云教授认为慢性荨麻疹多与脾、肺、肝三藏相关;治疗上多以利水渗湿、清热解表为法,同时兼顾收敛补虚。处方主要从多皮饮、麻黄连翘赤小豆汤、过敏煎、当归饮子化裁而来,兼有玉屏风散加减。通过比较2019～2020年与2010～2015年间,陈彤云教授治疗慢性荨麻疹的用方可以观察到其处方的变化,发现陈老的处方中银柴胡、五味子的比例较之前有增加,说明其加强了过敏煎的使用。"""
Thesis,刘清,2011,陈彤云老师学术思想和临床经验总结及治疗粉刺理法方药的研究,陈彤云;粉刺;老中医经验;学术思想;治疗;粉刺;陈彤云;老中医经验;理法方药;中医治疗,"""陈彤云老师,1921年出生于北京的一个中医世家,父亲陈树人先生以善治温热病而闻名。受家父熏陶,陈彤云老师自幼爱好中医,喜欢旁听父亲带徒时讲解中医经典著作、本草汤头等。她是家中独女,父亲很重视对女儿全方面地培养,不但要求她背诵《论语》、《左传》、《孟子》,还督促她练习书法,修习良好的品行。既在中医药方面给予潜移默化的影响,又希望她能紧跟时代的步伐,接受新思想、新文化、新知识的教育,因此将其送至当时著名的教会学校——贝满女中读书。在那里陈彤云老师开始接触西方文化,并系统学习现代科学知识和英语。贝满女中严谨的校风,新颖的课程设置使陈彤云老师在道德品行、知识底蕴、文化修养等方面受到了良好的教育,解放了思想,开阔了眼界。中学毕业后,她又考取了辅仁大学,继续深造。在读书期间,对中医的喜爱使她每遇闲暇假日,仍随父临证抄方。在父辈地力主下,成年后的陈彤云老师与另一著名中医世家哈家后代哈玉民结为伉俪。婚后随公公哈锐川攻习皮外科,开始正式涉足医道。哈翁医道超群,以擅治皮外疾病名震京城。每日哈翁应诊,她必伺其左右,力学数载,尽得真传。新中国成立不久,1950年陈彤云老师考取了行医执照,和丈夫哈玉民共同承袭了哈家的医业,开始独立行医,成为当时京城为数不多的有执业资格的中医外科女医生。1951年陈彤云老师积极响应国家号召,与丈夫毅然关闭自家红火的诊所,投入到中医教育事业中,以传道授业解惑,为国家培养了大批的中医人才。在中医学校工作的同时,系统学习了中西医基础理论。1966年陈彤云老师调至北京中医医院外科,从事临床工作,在此期间又得到中医皮外科专家赵炳南指点,皮肤科成立后,即随赵老从事皮肤科的临床工作。陈彤云老师学术思想的形成深受家父及哈锐川、赵炳南两位著名疡医之传承的影响。家父在温病方面的造诣,使常年伴其左右、耳濡目染的陈彤云老师,对热性病理解深刻,善用寒凉药。而其皮外科方面的学术渊源则要追溯到19世纪末著名的疡医丁德恩、哈锐川、赵炳南。丁氏崇尚医道,喜欢疡科,曾开设“得善医室”行医,治疗各种皮外科疾病。他推崇《外科正宗》,能够全书背诵。著有《德善医室疡科效方》,门下多名弟子日后多成为名医,其中就有对陈彤云老师走上皮外科专业影响重大的哈锐川、赵炳南。哈翁锐川与陈老家父是好友,是当时著名的疡医,在治疗理念上,不拘泥于“痈疽原是火毒生”的传统观念,主张要留心“气血偏虚一分,毒邪内侵一寸”的变化；还根据多年治疗疮疡、皮肤疾病的临床经验,发展完善了中医的外科措施。赵炳南老先生,治学严谨,自幼刻苦研读了数十部中医学名著,其认真、刻苦的态度深受师傅丁德恩赏识,赵老也不负期望,尽得丁老医技的真传。在多年的临床实践中逐渐形成了对皮肤科、外科顽癣、恶疮等独特的治疗方法。陈彤云老师在继承哈、赵二位大师皮外科治疗经验的同时,通过自身的临床实践,临床经验、医术日渐丰富、精湛,并逐渐摸索出自己对于皮肤病辨治方面的特色。另一方面,陈彤云老师亦熟读经典,中医理论基础扎实。《黄帝内经》的整体观、脏腑辨证、病机十九条；《温病条辨》的以卫气营血和三焦为核心的辨证论治体系、辨舌验齿、辨斑疹白、辨脉象、辨常见症状、辨体质等诊断方法；《刘涓子鬼遗方》中对痈疽的分类、细化分型以及认识到某些疾病的预后常与治疗是否及时有关；《外科正宗》“力证最详,论治最精”,该书重视脾胃,认为“外科尤以调理脾胃为要”；《疡科心得集》将温病学理论引进外科领域,以温病三焦学说为借鉴,将疮疡分为上部、中部、下部,并以温病卫气营血学说为指导,推荐运用犀角地黄汤、安宫牛黄丸、紫雪丹、至宝丹等具有开窍醒神之品治疗疽毒内陷、疔疮走黄等重症,显著提高临床疗效,这种观点直至现今仍对外科临床具有指导意义。通过对这些经典论著的研习,使陈彤云老师在治疗皮外科疾病方面的学术思想体系逐渐形成,并有了长足的发展。陈彤云老师学术思想概括有以下几个方面：第一强调中医的整体观和辨证论治。重视人与自然、气候、环境、四时的协调统一关系；重视皮肤与脏腑、经络、气血的内在联系。认为皮肤病不仅仅是皮毛之疾,更是脏腑、气血的生理、病理在皮肤上的反应,即“有诸内必形诸外”。临证四诊合参,尤重舌诊。重视望闻问切四诊合参,但也善于抓住重点。在皮损表现、舌苔、脉象的综合辨证上出现不同时,陈彤云老师更加重视舌苔的表现。陈老常言：“舌为心之苗,又为脾之外候,苔是胃之气”,认为观舌可判断外邪之轻重、正邪之消长和病势的进退以及胃气的存复情况。这也是整体观的一个体现。第二重视脏腑辨证；注重补肾、顾护胃气。强调中焦为枢,重视胃气。脾胃为后天之本、气血生化之源。临证十分重视患者的年龄和体质,在应用清热苦寒药物的同时,注意使用培补脾土、健脾渗湿、燥湿利湿之品,以顾护中焦,扶正祛邪。第三主张“师古而不泥于古,师古更要创新”。倡导中西医结合、辨证与辨病相结合。凭借自己掌握的传统中药制剂工艺、方法,依据现代医学对中药的药理学研究成果,大胆进行重要传统制剂的剂型改革、创新,研制出“祛斑霜”、“祛斑增白面膜”、“痤疮面膜”、“痤疮霜”等系列产品,使中药外用制剂既保持了中药特有的疗效,又克服了传统制剂粗糙、油污、色深、味重的缺点。第四重视养生保健。推崇“治未病”,赞同《内经》“不治已病治未病”的理论思想,并身体力行,保持平和心态、适当的运动、合理的饮食结构,以积极、乐观向上的精神状态,健康、快乐地生活。通过三年的跟师临诊学习,归纳总结了陈彤云老师在粉刺、黧黑斑、白疙、湿疮、风瘙痒、瘾疹、酒渣鼻等皮肤科常见病诊疗方面的特色。陈彤云老师在粉刺的治疗上有自己的独到之处,其临床经验丰富,疗效显著,有口皆碑。故在本文第三部分,就其在粉刺一病的理法方药方面的学术思想做了较全面的整理、总结、分析。通过搜集、整理陈彤云老师诊治的粉刺病患的门诊病历资料、处方,运用科学的统计方法进行归纳、分析,探求陈彤云老师对粉刺病因病机的认识,辨证分型的特点,理法的规律性,遣方用药的特色。得出结论：陈彤云老师认为火热之邪是本病发生的主要致病因素；先天禀赋不足、后天饮食不节以及情志内伤是本病病机之关键；以“清”为法,包括清肺热、平胃热、利肠湿,泻肝火；在《内经》、《温病条辨》的理论基础上将本病辨证分为肺胃湿热、脾虚湿盛、痰湿凝结三证；并重视整体观、脏腑及气血辨证,将本病定位在肺、脾、肝三脏；通过对处方中药味的统计分析,总结出陈彤云老师治疗本病的基础方剂组成；方以茵陈蒿汤、黄连解毒汤加减而成,主要药味有茵陈、连翘、野菊花、丹参、黄柏、黄连、虎杖、百部；药味选择方面以清热解毒、清热燥湿、清热泻火药味为主；常用药味在性味归经方面以苦、甘、寒、辛主,以入肺经、脾胃经、肝经为主,完全对应了其将本病定位于肺、脾、肝的学术思想。综上所述,全文系统回顾了陈彤云老师的从医经历,探寻指导老师学术思想渊源以及学术思想形成的过程,较为全面地整理、总结了陈彤云老师在皮肤科领域的学术思想,并通过对陈彤云老师治疗黧黑斑、白疙、湿疮、风瘙痒、瘾疹、酒渣鼻等皮肤科常见疾病的辨治用药特色方面的归纳、总结,对其临证思辨的特点及丰富的临床经验进行了诠释。最后以陈彤云老师擅治病种之一——粉刺为研究主体,运用科学的研究方法,得出其在辨治粉刺病之理法方药四方面的学术特色。1.研究目的通过搜集、整理三年师承工作中积攒的病历、处方,对陈彤云老师临证诊治粉刺的理、法、方、药四个方面进行更深层次的研究,以期提炼出陈彤云老师对粉刺一证病因病机的认识、辨证分型的理论依据及特点、治则治法的规律性、遣方用药的特色。理法方药是将中医理论、诊法、治法在临床实践中综合应用的思维方式,涵盖了诊治过程中的基本内容。即在明确病因病机的基础之上,确定治则治法或预防措施,组方潜药。理,指中医理论,包括陈彤云老师对本病病因病机认识的理论基础的探讨；法,指诊法治法,包括陈彤云老师对本病辨证分型、治则治法的理论依据及学术思想的挖掘；方,指方剂,探寻陈彤云老师治疗粉刺遣方用药的基础方剂及对方剂的分析；药,指药物,分析陈彤云老师诊治粉刺基础方的具体药味及对兼夹证的加减用药选择。通过对方药的总结进一步验证其处方用药与辨证的统一性。2.研究方法选择2008年10月至2011年6月师承期间跟师临诊中积累的符合痤疮西医诊断标准及中医病证诊断标准的病例,将病例中病史记录、处方、用药、剂量记录完整,同时有复诊(三次或三次以上)记录的作为纳入病例,统一进行辨证分型的分类,再进行处方用药的具体分析,通过药味出现频次及百分率统计,提炼出基础方药味组成。在药味统计方面利用Microsoft Excel表格设计数据库,录入药味及比例等相关数据,进行统计分析,按处方中药味出现频次和比例,提炼出陈彤云老师治疗粉刺的基础方组成药味。3.结果经病历整理、按辨证分型归类、药味数据统计分析,得出基础方药味组成：茵陈、连翘、野菊花、丹参、黄柏、黄连、虎杖、百部。4.结论陈彤云老师认为粉刺的发病与人体自身素质有关。易患粉刺之人,多为禀赋热盛之体。是由于孕育胎儿时,父食五辛、母食辛辣等原因致胎中蕴热,移热于胎儿,即有素体肾阴不足,冲任失调,天癸相火过旺之本。后天有饮食不节,过食肥甘厚味,致肺胃湿热,热性上炎,循经上攻头面,复感风邪而发病。同时重视情志因素对本病病因病机的影响,情志不遂,“五志皆可化火”,火热之邪随逆乱之气机上攻头面,而致病发。本证虽有先天禀赋之根,但总以“火热”之邪为主。此处之“火”包括温病学理论中的“温为热之渐,火为热之极”及气机逆乱引发的“郁滞之火”,也对应了《素问》“郁乃痤”理论。基于对粉刺“理”的认识,其“法”自出,即“清”。陈彤云老师治疗粉刺的理论依据仍然是出自《内经》“热者寒之”的理论,以清肺热、平胃热、利肠湿,泻肝火为主。清肺热而非“泻”肺热,蕴含其学术思想中温病学理论的三焦辨证思想,“上焦如雾”宜轻清宣散；平胃热而非“利”胃热,蕴含其重视顾护脾胃的学术思想；而“利肠热”、“泻肝火”有《伤寒论》大承气汤之釜底抽薪之功。临证运用多使肺胃热清,火郁消散。其基础方由茵陈蒿汤合黄连解毒汤加减而成。茵陈蒿汤出自《伤寒论》,原方由茵陈、栀子、大黄组成,功用为清热,利湿,退黄,主治湿热黄疸,为治疗湿热黄疸之常用方。黄连解毒汤出自《肘后备急方》,原方由黄连、黄芩、黄柏、栀子组成,功能泻火解毒,主治三焦火毒证。两方合用清热解毒之力更专,且去栀子、黄芩、大黄,以防大苦大寒之剂,久服或过服易伤脾胃；改用“疮家圣药”连翘、野菊花,取其清热解毒、轻轻上扬,引药上行头面；又加虎杖、百部、丹参共同组方。药味的选择方面则以清热解毒、清热燥湿、清热泻火药味为主；常用药味在性味归经方面以苦、甘、寒、辛主,以入肺经、脾胃经、肝经为主。这也进一步验证了陈彤云老师将本病定位于肺、脾胃、肝的学术思想,且方中丹参、连翘、虎杖、黄柏、黄连和茵陈经现代中药药理学研究证实,对痤疮丙酸杆菌有较强的抑菌作用,且百部对痤疮丙酸杆菌亦中毒敏感。5.讨论粉刺是皮肤科常见病。随社会的进步,物质生活的丰富,发病率、发病年龄有逐年上升、年轻化的趋势；而民众对生活质量关注度的提高,使本病的就诊率亦呈攀升现象。祖国医学对本病的认识、研究历史悠久,且中医中药治疗本病的疗效肯定,使本病的中医治疗优势明显。陈彤云老师不但重视本病在内的整体辨证论治,也十分重视本病的外治,发展完善了皮损辨证的内容,自主研发外用中药制剂。强调本病辨证调护的重要,特别是在饮食方面。然而本病在辨证分型上众说纷繁,很难统一；在中药疗效判定方面,欠缺实验室研究数据的支持,这些势必影响中医科学化、治疗规范化管理的进程,影响祖国医学走向世界。因此制定相对统一的辨证分型、规范诊疗常规以及加强中药疗效实验室研究工作十分重要。"""
Thesis,陈露,2023,陈彤云清心镇肝汤治疗特应性皮炎心肝火旺证的临床疗效观察,陈彤云;清心镇肝汤;特应性皮炎;心肝火旺证,"""目的:本研究观察清心镇肝汤治疗心肝火旺型特应性皮炎的临床疗效,探究其作用机制,为特应性皮炎心肝火旺型的临床诊疗提供有效的诊疗思路与方法。方法:本试验为双盲临床随机对照试验,将入组患者随机分为对照组与治疗组。治疗组予清心镇肝汤颗粒口服,2次/日,外用糠酸莫米松乳膏,1次/日;对照组予中药赋形剂颗粒口服,2次/日,外用糠酸莫米松乳膏,1次/日,两组疗程均为4周。观察并分析两组治疗前、治疗1周、2周、3周、4周后的SCORAD评分、皮损面积、皮损严重程度、自觉症状VAS评分、中医症状评分、IgE指标改善情况,并进行安全性评价。结果:本研究共纳入病例41例,脱落2例,实际完成39例,治疗组22例,对照组17例。将39例患者进行统计分析。1.治疗组总有效率为77.3%,对照组总有效率为52.9%,治疗组综合疗效优于对照组(P<0.05)。两组治疗后都能显著降低患者SCORAD积分(P<0.01),但治疗组在治疗3周后开始SCORAD积分下降结果优于对照组(P<0.05)。2.在SCORAD单项评分上,治疗后两组患者SCORAD评分、皮损面积、皮损严重程度、瘙痒、睡眠VAS评分、中医症状评分均有显著改善(P<0.01)。皮损面积:治疗期间及治疗后的两组间对比均无统计学差异(P>0.05)。皮损严重程度:两组皮损严重程度在治疗3周时出现统计学差异(P<0.05),治疗组皮损严重程度每周均有减轻(P<0.01),对照组在治疗2周后对比治疗1周时皮损严重程度改善不明显(P>0.05),治疗3周后皮损严重程度再次出现改善(P<0.05)。瘙痒评分:两组治疗后瘙痒评分均有显著下降(P<0.01),但两组间治疗前后及治疗期间的瘙痒评分,均无统计学差异(P>0.05),治疗组在治疗前3周每周均有下降(P<0.05),第4周下降不明显(P>0.05),对照前2周每周均有下降(P<0.05),第3周、4周时下降不明显(P>0.05)。睡眠影响程度评分:两组治疗后影响睡眠程度评分均较治疗前明显下降(P<0.01),但两组间治疗前后及治疗期间的影响睡眠程度评分,均无统计学差异(P>0.05),治疗组治疗1周后,影响睡眠积分下降明显(P<0.01),第2周用药后,较前1周无明显变化(P>0.05),治疗3周后影响睡眠积分继续下降(P<0.05),对照组治疗前2周影响睡眠积分持续下降,治疗3周、4周时影响睡眠积分无明显下降(P>0.05)。3.中医症状改善方面,两组治疗后中医症状评分均有显著下降(P<0.01),但两组间治疗后及治疗期间的中医症状评分,均无统计学差异(P>0.05)。4.实验室指标对比:本研究完整采集25患者治疗前后血清IgE值,治疗组17人,对照组8人,两组治疗后血清IgE无统计学差异(P>0.05),治疗组治疗前后血清IgE对比无统计学差异(P>0.05),对照组治疗前后血清IgE对比有统计学差异(P<0.05)。5.安全性评价方面,两组均未出现严重不良反应事件。结论:清心镇肝汤治疗心肝火旺型特应性皮炎安全有效,能改善患者全身症状,在皮损严重程度改善方面更具优势,是治疗心肝火旺证特应性皮炎的有效方剂。"""
Conference Proceedings,曲剑华; 姚卫海; 王萍; 蔡念宁; 陶毅,2004,陈彤云学术思想,,"""<正>陈彤云老师,出生于北京中医世家,曾随哈锐川攻习皮外科,建国后又得中医皮外科专家赵炳南指点,深得哈、赵学术精髓。在六十余年的临床实践中,陈老师一贯治学严谨、好学深思,对医术精益求精,兢兢业业,带徒时循循善诱、诲人不倦。坚持治病求本的原则,以辨证论治为指导思想,重视内治,善于师法前人,又乐于接受现代医学的新"""
Conference Proceedings,曲剑华; 姚卫海; 王萍; 蔡念宁; 陶毅,2011,陈彤云学术思想及用药经验,,"""<正>陈彤云教授,1921年出生于北京中医世家,父亲陈树人先生以善治温热病而享名。受家庭熏陶,陈彤云自幼爱好中医,常随父临证抄方。婚后又随公公哈翁锐川攻习皮外科。哈翁医道超群,名满京津。每日哈翁应诊,陈老必伺其左右,力学数载,尽得真传。建国后又得中医皮外科专家赵炳南指点,深得哈、赵学术精髓。"""
Journal Article,曹洋; 周冬梅; 曲剑华; 陈彤云,2024,陈彤云运用通养气血法治疗面部炎症后色素异常经验,炎症后色素异常;通养气血;名医经验;陈彤云,总结陈彤云运用通养气血法治疗面部炎症后色素异常的临证经验。认为气血滞涩与虚损是面部炎症后色素异常的核心病机，提出以通养气血为治疗大法。其中面部炎症后色素沉着以气血滞涩为主，治以调肝理脾、行气活血，常用通化汤加减；面部炎症后色素减退以气血虚损为主，治以健脾益肾、补气生血，常用养复汤加减。同时用药重视升降结合、气血双行、温阳育阴以及现代药理研究成果。
Conference Proceedings,曲剑华,2014,陈彤云诊治损美性皮肤病经验,,<正>~~
Journal Article,蓝海冰; 曲剑华,2013,陈彤云治疗扁平疣临床经验分析,,"""<正>扁平疣是一种肤生疣赘,其状扁平为特征的皮肤病,属于疣的一种。近年来,有人称之为""""扁瘊""""。本病多见于青少年,故又称青年扁平疣。好发于颜面、手背,亦可发于腕和膝部。皮损为针头至粟粒大或稍大的扁平丘疹,呈圆形或椭圆形,表面光滑、质硬,淡褐色或正常皮色,数目不定。散在或密集,可互相融合,亦可因搔抓呈线状排列。一般无自觉症状,偶有微痒,慢性经过,病程缓慢。可在数周或数月后突然消失,但亦可持续多年不愈,愈后不留瘢"""
Journal Article,刘清陈彤云,2000,陈彤云治疗痤疮临床经验总结,痤疮;辨证论治,
Journal Article,仓田; 王萍; 曲剑华; 陈彤云,2010,陈彤云治疗痤疮临床药证研究,痤疮;辨证论治;陈彤云,"""目的以药证为纲领,以陈彤云教授理论精髓为依据,发掘其治疗痤疮的辨证用药规律。方法把中医理论思维与数据挖掘技术相结合,以陈彤云教授治疗痤疮的207个原始处方作为分析对象,制作数据库并使用统计软件,从多个角度进行分析对比、综合归纳。结果其处方药证规律:在以法统方的基础上,根据痤疮辨证基本证型及药物统计结果 ,分析出常用基础方1个。遣方用药中涉及88味药物,根据出现频次总结了14味最为常用药物。207张处方中药物按其功能分类,以清热药居首位,活血调经药、补阴药和理气药使用次之。按性味归经进行分析,苦味药、甘味药、寒凉药、辛味药相加占总体的74%,入肺、胃、肝经的药物占总体的55%。结论治疗痤疮当以清热解毒燥湿、活血化瘀并举,同时养阴理气;痤疮病位在于肝、胃、肺三经。"""
Conference Proceedings,曲剑华; 陈勇,2009,陈彤云治疗黄褐斑的临床经验,黄褐斑;中医;陈彤云,"""文章从黄褐斑的发病、病因病机、辨证论治等方面论述,重点介绍了陈彤云治疗黄褐斑的临床经验。陈彤云认为黄褐斑与肝、脾、肾三脏的调节密切相关,进一步总结出治疗黄褐斑临床按脏腑辨证分为5型:肝郁气滞证、脾失统摄证、脾失健运证、肾阴虚证、肾阳虚证等,并各附临床验案一例用以分析总结陈彤云治疗黄褐斑的临床用药特点。"""
Journal Article,陈勇; 曲剑华,2006,陈彤云治疗黄褐斑医案,黄褐斑;医案;老中医经验,"""全国名老中医陈彤云根据中医藏象理论,认为黄褐斑的病机为肝、脾、肾三脏的功能失调,并强调三脏功能失调导致的气血瘀滞,运行滞涩不能上荣于面,使颜面失于荣养是发生本病的病机关键,提出:有斑必有瘀,无瘀不成斑”的学说。在治疗上,运用脏腑辨证的方法将黄褐斑分为肝郁气滞、脾失统摄、脾失健运、肾阴虚、肾阳虚五个证型,在辨证论治的基础上,强调无论病在何脏都要“治斑不离血”,常使用行气活血、化瘀消斑的中药治疗黄褐斑。我们选择五种不同证型的黄褐斑医案各1例予以介绍,以见陈老师治疗黄褐斑的学术特色和显著疗效。"""
Journal Article,卢仲喜,1999,陈彤云治疗慢性家族性良性天疱疮的经验,天疱疮;中医药治疗;老中医经验,
Conference Proceedings,陈勇,2011,陈彤云治疗慢性荨麻疹的经验,,"""总结介绍全国名老中医陈彤云对慢性荨麻疹病因病机、临床特点的认识和辨证论治慢性荨麻疹的独到经验。陈老认为慢性荨麻疹久治不愈的主要原因是卫气耗散、阴血耗伤,不能""""温分肉、肥腠理"""",既不能御风于外,又无力驱邪外出;在慢性荨麻疹的治疗上注意扶正、驱邪而不伤正、调理脾胃、活血疏风和生活起居调护;将慢性荨麻疹临床分为阳虚风寒证、血虚风热证、气血失和证和风湿蕴阻证四个证型,分别采用玉屏风散合麻黄方加减、当归饮子加减、玉屏风散合当归饮子加减、多皮饮加减治疗。并结合各证型的典型病例对陈老的辨证思路和用药特点进行了分析和总结。"""
Journal Article,刘清,2010,陈彤云治疗皮肤淀粉样变验案1例,皮肤淀粉样变;清热除湿;活血软坚法;陈彤云;中医药疗法,"""<正>患者,男,40岁,2004年3月10日初诊。主诉全身起疹伴痒5年余。1994年,无明显诱因背部起疹伴瘙痒,逐渐加重,渐及胸部、双上肢。曾在外院行病理活检诊断为""""皮肤淀粉样变"""",服用防风通圣丸、雷公藤多苷片等药物治疗,未效。现皮疹痒甚,夜不能"""
Journal Article,卢仲喜,2001,陈彤云治疗皮肤顽疾的经验,皮肤顽疾;老中医经验,
Journal Article,仓田; 王萍; 王宝玺; 陈彤云,2013,陈彤云治疗神经性皮炎经验,神经性皮炎;陈彤云;临床经验,"""总结陈彤云治疗神经性皮炎的临床经验及治疗特点,认为神经性皮炎多因情志因素导致血虚化燥生风,或因脾胃湿热,复感风邪而发病。在治疗上以一方为主,辨证论治;从心、肝论治,以重镇安神、平肝潜阳药为君。组方思路为安神平肝、治血、清热利湿、调脾胃及其他对症治疗。"""
